source,date,author,url,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Gallery Sports,02/25/23,Patrick Creighton,https://www.nflmockdraftdatabase.com/mock-drafts/2023/gallery-sports-2023-patrick-creighton?date=2023-02-25,"['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['las-vegas-raiders', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['atlanta-falcons', 'Tyree Wilson', 'DL', 'Texas Tech', 'Big 12']","['carolina-panthers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['pittsburgh-steelers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['detroit-lions', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['tampa-bay-buccaneers', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['seattle-seahawks', 'Isaiah Foskey', 'DL', 'Notre Dame', 'FBS Independent']","['los-angeles-chargers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['baltimore-ravens', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['minnesota-vikings', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['dallas-cowboys', 'Brian Branch', 'S', 'Alabama', 'SEC']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'B.J. Ojulari', 'DL', 'LSU', 'SEC']","['philadelphia-eagles', 'Siaki Ika', 'DL', 'Baylor', 'Big 12']","['kansas-city-chiefs', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']"
Bucs Wire,02/25/23,Luke Easterling,https://www.nflmockdraftdatabase.com/mock-drafts/2023/bucs-wire-2023-luke-easterling?date=2023-02-25,"['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['houston-texans', 'Keion White', 'EDGE', 'Georgia Tech', 'ACC']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['green-bay-packers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tampa-bay-buccaneers', 'Brian Branch', 'S', 'Alabama', 'SEC']","['seattle-seahawks', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['minnesota-vikings', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['jacksonville-jaguars', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-york-giants', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['dallas-cowboys', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['cincinnati-bengals', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-orleans-saints', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']"
Touchdown Wire,02/25/23,Doug Farrar,https://www.nflmockdraftdatabase.com/mock-drafts/2023/touchdown-wire-2023-doug-farrar?date=2023-02-25,"['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['seattle-seahawks', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['new-england-patriots', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['green-bay-packers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tampa-bay-buccaneers', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['seattle-seahawks', 'Keion White', 'DL', 'Georgia Tech', 'ACC']","['los-angeles-chargers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['baltimore-ravens', 'Brian Branch', 'S', 'Alabama', 'SEC']","['minnesota-vikings', 'Clark Phillips III', 'CB', 'Utah', 'Pac-12']","['jacksonville-jaguars', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['buffalo-bills', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-orleans-saints', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['philadelphia-eagles', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['kansas-city-chiefs', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']"
Pro Football Network,02/25/23,Arif Hasan,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-arif-hasan?date=2023-02-25,"['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['chicago-bears', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['seattle-seahawks', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['atlanta-falcons', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['tampa-bay-buccaneers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['chicago-bears', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['philadelphia-eagles', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['detroit-lions', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['seattle-seahawks', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['baltimore-ravens', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['minnesota-vikings', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['buffalo-bills', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['new-york-giants', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['dallas-cowboys', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['jacksonville-jaguars', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['philadelphia-eagles', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['kansas-city-chiefs', 'Josh Downs', 'WR', 'North Carolina', 'ACC']"
NFL Spin Zone,02/25/23,Randy Gurzi,https://www.nflmockdraftdatabase.com/mock-drafts/2023/nfl-spin-zone-2023-randy-gurzi?date=2023-02-25,"['chicago-bears', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['arizona-cardinals', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['atlanta-falcons', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['chicago-bears', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['detroit-lions', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tampa-bay-buccaneers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['baltimore-ravens', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['minnesota-vikings', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['jacksonville-jaguars', 'Tyrique Stevenson', 'CB', 'Miami (FL)', 'ACC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Josh Downs', 'WR', 'North Carolina', 'ACC']","['buffalo-bills', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['cincinnati-bengals', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']","['new-orleans-saints', 'Isaiah Foskey', 'EDGE', 'Notre Dame', 'FBS Independent']","['philadelphia-eagles', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['kansas-city-chiefs', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']"
Falcons Wire,02/24/23,Matt Urben,https://www.nflmockdraftdatabase.com/mock-drafts/2023/falcons-wire-2023-matt-urben?date=2023-02-24,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['las-vegas-raiders', 'Brian Branch', 'S', 'Alabama', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'DL', 'Texas Tech', 'Big 12']","['chicago-bears', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-jets', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['new-england-patriots', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['green-bay-packers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['washington-commanders', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['detroit-lions', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['tampa-bay-buccaneers', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['seattle-seahawks', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['los-angeles-chargers', 'Broderick Jones', 'IOL', 'Georgia', 'SEC']","['baltimore-ravens', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['minnesota-vikings', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['jacksonville-jaguars', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['buffalo-bills', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'IOL', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']"
Stacking The Board,02/24/23,Cam Marino,https://www.nflmockdraftdatabase.com/mock-drafts/2023/stacking-the-board-2023-cam-marino?date=2023-02-24,"['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['detroit-lions', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['detroit-lions', 'Brian Branch', 'S', 'Alabama', 'SEC']","['tampa-bay-buccaneers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['seattle-seahawks', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['baltimore-ravens', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['minnesota-vikings', 'Lukas Van Ness', 'DL', 'Iowa', 'Big Ten']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['dallas-cowboys', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['cincinnati-bengals', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['new-orleans-saints', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['philadelphia-eagles', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['kansas-city-chiefs', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']"
CBS,02/24/23,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-tom-fornelli?date=2023-02-24,"['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['las-vegas-raiders', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['atlanta-falcons', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['arizona-cardinals', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['philadelphia-eagles', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['tennessee-titans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Cody Mauch', 'OT', 'North Dakota St.', 'FCS']","['pittsburgh-steelers', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tampa-bay-buccaneers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['seattle-seahawks', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['los-angeles-chargers', 'Kayshon Boutte', 'WR', 'LSU', 'SEC']","['baltimore-ravens', 'Brian Branch', 'S', 'Alabama', 'SEC']","['minnesota-vikings', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['jacksonville-jaguars', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-york-giants', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['dallas-cowboys', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['buffalo-bills', 'Antonio Johnson', 'S', 'Texas A&M', 'SEC']","['cincinnati-bengals', 'Darnell Wright', 'IOL', 'Tennessee', 'SEC']","['new-orleans-saints', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['philadelphia-eagles', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']"
College Sports Wire,02/24/23,Patrick Conn,https://www.nflmockdraftdatabase.com/mock-drafts/2023/college-sports-wire-2023-patrick-conn?date=2023-02-24,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['atlanta-falcons', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['arizona-cardinals', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['chicago-bears', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-york-jets', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-england-patriots', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['washington-commanders', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['pittsburgh-steelers', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['detroit-lions', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['tampa-bay-buccaneers', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['los-angeles-chargers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['buffalo-bills', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['minnesota-vikings', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['jacksonville-jaguars', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['kansas-city-chiefs', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['baltimore-ravens', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['cincinnati-bengals', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['new-orleans-saints', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['seattle-seahawks', 'Hendon Hooker', 'QB', 'Tennessee', 'SEC']","['new-york-giants', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']"
Yahoo Sports,02/24/23,Charles McDonald,https://www.nflmockdraftdatabase.com/mock-drafts/2023/yahoo-sports-2023-charles-mcdonald?date=2023-02-24,"['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['carolina-panthers', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['green-bay-packers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['washington-commanders', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['pittsburgh-steelers', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['detroit-lions', 'Brian Branch', 'CB', 'Alabama', 'SEC']","['tampa-bay-buccaneers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['seattle-seahawks', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['los-angeles-chargers', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['baltimore-ravens', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['minnesota-vikings', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['jacksonville-jaguars', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-giants', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['dallas-cowboys', 'Mazi Smith', 'DL', 'Michigan', 'Big Ten']","['buffalo-bills', 'Luke Wypler', 'IOL', 'Ohio St.', 'Big Ten']","['cincinnati-bengals', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']","['new-orleans-saints', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['philadelphia-eagles', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['kansas-city-chiefs', 'Zay Flowers', 'WR', 'Boston College', 'ACC']"
